,status_id,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
2006,246675545449582_314589495324853,2,0,0,2,0,0,0,0,0
2007,246675545449582_314193818697754,43,1,0,43,0,0,0,0,0
2008,246675545449582_313915475392255,46,4,0,46,0,0,0,0,0
2009,246675545449582_313695562080913,53,3,0,53,0,0,0,0,0
2010,246675545449582_313410195442783,10,1,0,10,0,0,0,0,0
2011,246675545449582_313356332114836,22,5,0,22,0,0,0,0,0
2012,246675545449582_313080805475722,12,3,1,12,0,0,0,0,0
2013,246675545449582_312619058855230,50,6,0,50,0,0,0,0,0
2014,246675545449582_312558355527967,47,13,0,47,0,0,0,0,0
2015,246675545449582_312154615568341,14,0,2,14,0,0,0,0,0
2016,246675545449582_312244702225999,1,0,0,1,0,0,0,0,0
2017,246675545449582_312160808901055,25,18,0,25,0,0,0,0,0
2018,246675545449582_312153868901749,16,0,0,16,0,0,0,0,0
2019,246675545449582_312142282236241,46,2,0,46,0,0,0,0,0
2020,246675545449582_312142165569586,76,1,0,76,0,0,0,0,0
2021,246675545449582_312097692240700,16,0,0,16,0,0,0,0,0
2022,246675545449582_312085168908619,40,1,0,40,0,0,0,0,0
2023,246675545449582_311777885606014,83,15,0,83,0,0,0,0,0
2024,246675545449582_311715042278965,89,28,1,89,0,0,0,0,0
2025,246675545449582_311525595631243,30,0,0,30,0,0,0,0,0
2026,246675545449582_311502265633576,12,0,0,12,0,0,0,0,0
2027,246675545449582_311319315651871,52,17,0,52,0,0,0,0,0
2028,246675545449582_311271188990017,58,19,0,58,0,0,0,0,0
2029,246675545449582_310937889023347,22,4,0,22,0,0,0,0,0
2030,246675545449582_310890239028112,6,0,0,6,0,0,0,0,0
2031,246675545449582_310850815698721,30,2,0,30,0,0,0,0,0
2032,246675545449582_310494312401038,58,5,0,58,0,0,0,0,0
2033,246675545449582_310465509070585,32,4,5,32,0,0,0,0,0
2034,246675545449582_310184815765321,48,5,0,48,0,0,0,0,0
2035,246675545449582_310155729101563,43,4,0,43,0,0,0,0,0
2036,246675545449582_309265902523879,30,0,0,30,0,0,0,0,0
2037,246675545449582_309140549203081,41,3,0,41,0,0,0,0,0
2038,246675545449582_309138272536642,42,10,0,42,0,0,0,0,0
2039,246675545449582_308777915906011,59,6,0,59,0,0,0,0,0
2040,246675545449582_308278022622667,17,0,0,17,0,0,0,0,0
2041,246675545449582_306176106166192,47,0,0,47,0,0,0,0,0
2042,246675545449582_307867119330424,14,5,2,14,0,0,0,0,0
2043,246675545449582_307744392676030,12,1,0,12,0,0,0,0,0
2044,246675545449582_307405696043233,30,23,4,30,0,0,0,0,0
2045,246675545449582_307286656055137,25,3,1,25,0,0,0,0,0
2046,246675545449582_303160673134402,0,0,0,0,0,0,0,0,0
2047,246675545449582_302341609882975,4,1,0,4,0,0,0,0,0
2048,246675545449582_299212316862571,3,0,0,3,0,0,0,0,0
2049,246675545449582_290159194434550,5,1,1,5,0,0,0,0,0
2050,246675545449582_290154177768385,2,0,0,2,0,0,0,0,0
2051,246675545449582_286984161418720,11,6,0,11,0,0,0,0,0
2052,246675545449582_286961214754348,38,10,0,38,0,0,0,0,0
2053,246675545449582_286655274784942,13,0,0,13,0,0,0,0,0
2054,246675545449582_286654584785011,19,0,0,19,0,0,0,0,0
2055,246675545449582_286294564821013,15,1,0,15,0,0,0,0,0
2056,246675545449582_285996181517518,21,4,0,21,0,0,0,0,0
2057,246675545449582_285651371551999,42,2,0,42,0,0,0,0,0
2058,246675545449582_285649458218857,12,0,0,12,0,0,0,0,0
2059,246675545449582_285648778218925,19,4,0,19,0,0,0,0,0
2060,246675545449582_285647571552379,24,2,0,24,0,0,0,0,0
2061,246675545449582_285646988219104,32,1,0,32,0,0,0,0,0
2062,246675545449582_285643998219403,15,8,0,15,0,0,0,0,0
2063,246675545449582_285638998219903,22,4,0,22,0,0,0,0,0
2064,246675545449582_285619761555160,33,8,0,33,0,0,0,0,0
2065,246675545449582_285407361576400,11,6,0,11,0,0,0,0,0
2066,246675545449582_285311448252658,47,6,0,47,0,0,0,0,0
2067,246675545449582_285298934920576,41,7,0,41,0,0,0,0,0
2068,246675545449582_285278064922663,29,4,0,29,0,0,0,0,0
2069,246675545449582_284996154950854,48,7,0,48,0,0,0,0,0
2070,246675545449582_284967211620415,13,8,0,13,0,0,0,0,0
2071,246675545449582_284915708292232,32,2,0,32,0,0,0,0,0
2072,246675545449582_284698388313964,42,8,0,42,0,0,0,0,0
2073,246675545449582_284696978314105,26,5,0,26,0,0,0,0,0
2074,246675545449582_284673338316469,67,25,0,67,0,0,0,0,0
2075,246675545449582_284594641657672,23,4,0,23,0,0,0,0,0
2076,246675545449582_284342035016266,33,4,0,33,0,0,0,0,0
2077,246675545449582_284331615017308,25,3,0,25,0,0,0,0,0
2078,246675545449582_284212951695841,22,4,0,22,0,0,0,0,0
2079,246675545449582_284012865049183,26,0,0,26,0,0,0,0,0
2080,246675545449582_283955708388232,38,10,0,38,0,0,0,0,0
2081,246675545449582_283950638388739,50,19,0,50,0,0,0,0,0
2082,246675545449582_283846615065808,29,1,0,29,0,0,0,0,0
2083,246675545449582_283756338408169,26,0,0,26,0,0,0,0,0
2084,246675545449582_283542088429594,25,1,0,25,0,0,0,0,0
2085,246675545449582_283533801763756,15,0,0,15,0,0,0,0,0
2086,246675545449582_283502615100208,18,0,0,18,0,0,0,0,0
2087,246675545449582_283480405102429,28,4,0,28,0,0,0,0,0
2088,246675545449582_283267695123700,14,23,0,14,0,0,0,0,0
2089,246675545449582_282722211844915,20,2,0,20,0,0,0,0,0
2090,246675545449582_282451698538633,17,21,0,17,0,0,0,0,0
2091,246675545449582_282285831888553,34,0,0,34,0,0,0,0,0
2092,246675545449582_281826428601160,17,11,0,17,0,0,0,0,0
2093,246675545449582_281415801975556,40,6,0,40,0,0,0,0,0
2094,246675545449582_281078595342610,21,5,0,21,0,0,0,0,0
2095,246675545449582_281076235342846,14,4,0,14,0,0,0,0,0
2096,246675545449582_280792805371189,43,17,1,43,0,0,0,0,0
2097,246675545449582_280792038704599,27,5,0,27,0,0,0,0,0
2098,246675545449582_280791635371306,35,22,0,35,0,0,0,0,0
2099,246675545449582_280768225373647,24,1,0,24,0,0,0,0,0
2100,246675545449582_280767622040374,30,4,0,30,0,0,0,0,0
2101,246675545449582_280736092043527,21,2,0,21,0,0,0,0,0
2102,246675545449582_280693432047793,41,7,0,41,0,0,0,0,0
2103,246675545449582_280458095404660,15,1,0,15,0,0,0,0,0
2104,246675545449582_280414358742367,27,6,0,27,0,0,0,0,0
2105,246675545449582_280404945409975,22,3,0,22,0,0,0,0,0
2106,246675545449582_280362398747563,36,13,0,36,0,0,0,0,0
2107,246675545449582_280329112084225,10,18,0,10,0,0,0,0,0
2108,246675545449582_279995755450894,24,5,0,24,0,0,0,0,0
2109,246675545449582_279751238808679,19,1,0,19,0,0,0,0,0
2110,246675545449582_279721955478274,63,25,0,63,0,0,0,0,0
2111,246675545449582_279637965486673,47,15,0,47,0,0,0,0,0
2112,246675545449582_279405852176551,57,11,0,57,0,0,0,0,0
2113,246675545449582_279365285513941,14,4,0,14,0,0,0,0,0
2114,246675545449582_279359715514498,35,5,0,35,0,0,0,0,0
2115,246675545449582_279354752181661,12,0,2,12,0,0,0,0,0
2116,246675545449582_279311388852664,15,3,0,15,0,0,0,0,0
2117,246675545449582_279270198856783,31,15,0,31,0,0,0,0,0
2118,246675545449582_279057442211392,45,5,0,45,0,0,0,0,0
2119,246675545449582_279026645547805,35,24,0,35,0,0,0,0,0
2120,246675545449582_279011958882607,38,30,0,38,0,0,0,0,0
2121,246675545449582_278994208884382,26,11,0,26,0,0,0,0,0
2122,246675545449582_278986572218479,35,11,0,35,0,0,0,0,0
2123,246675545449582_278670215583448,53,36,0,53,0,0,0,0,0
2124,246675545449582_278647422252394,26,0,0,26,0,0,0,0,0
2125,246675545449582_278583092258827,16,0,0,16,0,0,0,0,0
2126,246675545449582_278578708925932,28,7,0,28,0,0,0,0,0
2127,246675545449582_278571308926672,16,1,1,16,0,0,0,0,0
2128,246675545449582_278297142287422,26,16,0,26,0,0,0,0,0
2129,246675545449582_278288792288257,26,11,0,26,0,0,0,0,0
2130,246675545449582_278281158955687,27,14,0,27,0,0,0,0,0
2131,246675545449582_278267915623678,33,6,0,33,0,0,0,0,0
2132,246675545449582_278264192290717,27,8,0,27,0,0,0,0,0
2133,246675545449582_278262148957588,37,10,0,37,0,0,0,0,0
2134,246675545449582_277893028994500,23,5,1,23,0,0,0,0,0
2135,246675545449582_277891995661270,13,0,0,13,0,0,0,0,0
2136,246675545449582_277891108994692,17,8,0,17,0,0,0,0,0
2137,246675545449582_277874808996322,30,0,0,30,0,0,0,0,0
2138,246675545449582_277873088996494,18,13,0,18,0,0,0,0,0
2139,246675545449582_277868318996971,30,9,0,30,0,0,0,0,0
2140,246675545449582_277866735663796,26,7,0,26,0,0,0,0,0
2141,246675545449582_277789612338175,16,9,0,16,0,0,0,0,0
2142,246675545449582_277536519030151,47,5,0,47,0,0,0,0,0
2143,246675545449582_277256619058141,16,7,0,16,0,0,0,0,0
2144,246675545449582_277141749069628,13,9,1,13,0,0,0,0,0
2145,246675545449582_277141575736312,32,13,1,32,0,0,0,0,0
2146,246675545449582_277091339074669,21,11,0,21,0,0,0,0,0
2147,246675545449582_276845815765888,24,8,0,24,0,0,0,0,0
2148,246675545449582_276759712441165,22,4,0,22,0,0,0,0,0
2149,246675545449582_276759475774522,14,2,0,14,0,0,0,0,0
2150,246675545449582_276555725794897,24,12,3,24,0,0,0,0,0
2151,246675545449582_276173655833104,24,1,0,24,0,0,0,0,0
2152,246675545449582_276087579175045,18,20,0,18,0,0,0,0,0
2153,246675545449582_275813012535835,14,2,0,14,0,0,0,0,0
2154,246675545449582_275803235870146,17,4,0,17,0,0,0,0,0
2155,246675545449582_275802545870215,14,0,0,14,0,0,0,0,0
2156,246675545449582_275800719203731,16,0,0,16,0,0,0,0,0
2157,246675545449582_275798385870631,15,0,0,15,0,0,0,0,0
2158,246675545449582_275389539244849,11,1,0,11,0,0,0,0,0
2159,246675545449582_275381909245612,15,0,1,15,0,0,0,0,0
2160,246675545449582_275356929248110,15,1,0,15,0,0,0,0,0
2161,246675545449582_275153862601750,16,8,0,16,0,0,0,0,0
2162,246675545449582_274987499285053,14,0,0,14,0,0,0,0,0
2163,246675545449582_274760999307703,17,0,0,17,0,0,0,0,0
2164,246675545449582_274691799314623,0,0,1,0,0,0,0,0,0
2165,246675545449582_274685602648576,32,2,0,32,0,0,0,0,0
2166,246675545449582_274629355987534,29,7,5,29,0,0,0,0,0
2167,246675545449582_274592325991237,19,12,0,19,0,0,0,0,0
2168,246675545449582_274347526015717,49,5,0,49,0,0,0,0,0
2169,246675545449582_274299866020483,62,25,1,62,0,0,0,0,0
2170,246675545449582_274232639360539,9,11,0,9,0,0,0,0,0
2171,246675545449582_274012209382582,33,7,0,33,0,0,0,0,0
2172,246675545449582_274005049383298,40,28,0,40,0,0,0,0,0
2173,246675545449582_273704726079997,46,31,0,46,0,0,0,0,0
2174,246675545449582_273682662748870,31,11,0,31,0,0,0,0,0
2175,246675545449582_273566702760466,15,0,0,15,0,0,0,0,0
2176,246675545449582_273362369447566,40,17,0,40,0,0,0,0,0
2177,246675545449582_273306249453178,20,5,0,20,0,0,0,0,0
2178,246675545449582_273029492814187,32,9,1,32,0,0,0,0,0
2179,246675545449582_273022156148254,34,11,1,34,0,0,0,0,0
2180,246675545449582_272959652821171,14,0,0,14,0,0,0,0,0
2181,246675545449582_272936372823499,16,10,2,16,0,0,0,0,0
2182,246675545449582_272869222830214,5,0,1,5,0,0,0,0,0
2183,246675545449582_272868729496930,21,0,0,21,0,0,0,0,0
2184,246675545449582_272707372846399,18,1,0,18,0,0,0,0,0
2185,246675545449582_272692246181245,14,6,0,14,0,0,0,0,0
2186,246675545449582_272688006181669,23,0,0,23,0,0,0,0,0
2187,246675545449582_272685536181916,20,22,0,20,0,0,0,0,0
2188,246675545449582_272684156182054,24,24,0,24,0,0,0,0,0
2189,246675545449582_272674222849714,24,30,0,24,0,0,0,0,0
2190,246675545449582_272673762849760,19,25,0,19,0,0,0,0,0
2191,246675545449582_272574246193045,4,0,0,4,0,0,0,0,0
2192,246675545449582_272525789531224,35,7,0,35,0,0,0,0,0
2193,246675545449582_272366346213835,15,4,0,15,0,0,0,0,0
2194,246675545449582_272343856216084,16,2,0,16,0,0,0,0,0
2195,246675545449582_272337906216679,20,6,0,20,0,0,0,0,0
2196,246675545449582_272319106218559,15,18,0,15,0,0,0,0,0
2197,246675545449582_272307732886363,23,4,0,23,0,0,0,0,0
2198,246675545449582_272303782886758,18,0,0,18,0,0,0,0,0
2199,246675545449582_272302989553504,16,4,0,16,0,0,0,0,0
2200,246675545449582_272292469554556,17,1,0,17,0,0,0,0,0
2201,246675545449582_272262656224204,15,11,0,15,0,0,0,0,0
2202,246675545449582_272229679560835,27,1,0,27,0,0,0,0,0
2203,246675545449582_271967746253695,25,6,0,25,0,0,0,0,0
2204,246675545449582_271902172926919,24,8,0,24,0,0,0,0,0
2205,246675545449582_271901756260294,14,0,1,14,0,0,0,0,0
2206,246675545449582_271643249619478,22,3,0,22,0,0,0,0,0
2207,246675545449582_271642909619512,15,3,0,15,0,0,0,0,0
2208,246675545449582_271642262952910,34,44,0,34,0,0,0,0,0
2209,246675545449582_271585902958546,14,3,9,14,0,0,0,0,0
2210,246675545449582_271565259627277,18,2,0,18,0,0,0,0,0
2211,246675545449582_271565086293961,13,3,0,13,0,0,0,0,0
2212,246675545449582_271563432960793,14,1,0,14,0,0,0,0,0
2213,246675545449582_271548896295580,30,0,1,30,0,0,0,0,0
2214,246675545449582_271535699630233,30,8,0,30,0,0,0,0,0
2215,246675545449582_271328582984278,18,3,0,18,0,0,0,0,0
2216,246675545449582_271244626326007,24,2,0,24,0,0,0,0,0
2217,246675545449582_271226522994484,21,0,0,21,0,0,0,0,0
2218,246675545449582_271222176328252,8,16,0,8,0,0,0,0,0
2219,246675545449582_271208546329615,23,3,0,23,0,0,0,0,0
2220,246675545449582_271168666333603,27,2,0,27,0,0,0,0,0
2221,246675545449582_271026703014466,9,10,0,9,0,0,0,0,0
2222,246675545449582_270971346353335,12,0,0,12,0,0,0,0,0
2223,246675545449582_270925296357940,22,1,0,22,0,0,0,0,0
2224,246675545449582_270910413026095,18,6,0,18,0,0,0,0,0
2225,246675545449582_270627099721093,17,6,0,17,0,0,0,0,0
2226,246675545449582_270625759721227,18,0,0,18,0,0,0,0,0
2227,246675545449582_270577616392708,16,2,0,16,0,0,0,0,0
2228,246675545449582_270543859729417,16,0,0,16,0,0,0,0,0
2229,246675545449582_270532653063871,13,2,2,13,0,0,0,0,0
2230,246675545449582_270321023085034,19,3,0,19,0,0,0,0,0
2231,246675545449582_270258309757972,2,0,0,2,0,0,0,0,0
2232,246675545449582_270251516425318,17,1,0,17,0,0,0,0,0
2233,246675545449582_270247599759043,14,1,0,14,0,0,0,0,0
2234,246675545449582_270073253109811,2,0,0,2,0,0,0,0,0
2235,246675545449582_269832636467206,13,2,0,13,0,0,0,0,0
2236,246675545449582_269825436467926,1,0,0,1,0,0,0,0,0
2237,246675545449582_269824026468067,18,3,0,18,0,0,0,0,0
2238,246675545449582_269819469801856,23,7,0,23,0,0,0,0,0
2239,246675545449582_269818969801906,17,1,0,17,0,0,0,0,0
2240,246675545449582_269770969806706,17,6,0,17,0,0,0,0,0
2241,246675545449582_269764473140689,14,1,0,14,0,0,0,0,0
2242,246675545449582_269534349830368,1,0,1,1,0,0,0,0,0
2243,246675545449582_269703849813418,10,1,0,10,0,0,0,0,0
2244,246675545449582_269683413148795,13,12,0,13,0,0,0,0,0
2245,246675545449582_269493313167805,35,25,0,35,0,0,0,0,0
2246,246675545449582_269421366508333,4,0,0,4,0,0,0,0,0
2247,246675545449582_269414443175692,15,12,0,15,0,0,0,0,0
2248,246675545449582_269412903175846,11,6,0,11,0,0,0,0,0
2249,246675545449582_269392089844594,8,15,0,8,0,0,0,0,0
2250,246675545449582_269386399845163,11,3,0,11,0,0,0,0,0
2251,246675545449582_269379829845820,22,6,0,22,0,0,0,0,0
2252,246675545449582_269163623200774,10,6,0,10,0,0,0,0,0
2253,246675545449582_269159936534476,11,6,0,11,0,0,0,0,0
2254,246675545449582_269026903214446,14,23,0,14,0,0,0,0,0
2255,246675545449582_268760003241136,21,5,0,21,0,0,0,0,0
2256,246675545449582_268676796582790,26,4,0,26,0,0,0,0,0
2257,246675545449582_268673079916495,25,9,1,25,0,0,0,0,0
2258,246675545449582_268657659918037,10,11,0,10,0,0,0,0,0
2259,246675545449582_268657223251414,11,2,0,11,0,0,0,0,0
2260,246675545449582_268656019918201,22,7,0,22,0,0,0,0,0
2261,246675545449582_268655613251575,11,1,1,11,0,0,0,0,0
2262,246675545449582_268655153251621,14,2,1,14,0,0,0,0,0
2263,246675545449582_268643069919496,33,17,0,33,0,0,0,0,0
2264,246675545449582_268344216616048,19,7,0,19,0,0,0,0,0
2265,246675545449582_268259693291167,27,2,0,27,0,0,0,0,0
2266,246675545449582_268245649959238,20,16,0,20,0,0,0,0,0
2267,246675545449582_268219903295146,27,13,0,27,0,0,0,0,0
2268,246675545449582_268212886629181,19,18,0,19,0,0,0,0,0
2269,246675545449582_268198703297266,10,9,0,10,0,0,0,0,0
2270,246675545449582_268001059983697,27,18,1,27,0,0,0,0,0
2271,246675545449582_267979753319161,87,28,0,87,0,0,0,0,0
2272,246675545449582_267974173319719,24,7,0,24,0,0,0,0,0
2273,246675545449582_267889246661545,16,4,0,16,0,0,0,0,0
2274,246675545449582_267675160016287,12,0,0,12,0,0,0,0,0
2275,246675545449582_267673203349816,16,5,0,16,0,0,0,0,0
2276,246675545449582_267672853349851,21,8,0,21,0,0,0,0,0
2277,246675545449582_267636310020172,28,1,1,28,0,0,0,0,0
2278,246675545449582_267632010020602,20,0,0,20,0,0,0,0,0
2279,246675545449582_267627256687744,15,3,0,15,0,0,0,0,0
2280,246675545449582_267621146688355,36,5,0,36,0,0,0,0,0
2281,246675545449582_267619420021861,23,0,0,23,0,0,0,0,0
2282,246675545449582_267567916693678,31,12,0,31,0,0,0,0,0
2283,246675545449582_267567370027066,19,0,0,19,0,0,0,0,0
2284,246675545449582_267500610033742,16,4,0,16,0,0,0,0,0
2285,246675545449582_267495986700871,30,11,0,30,0,0,0,0,0
2286,246675545449582_267464506704019,22,2,0,22,0,0,0,0,0
2287,246675545449582_267451163372020,14,1,2,14,0,0,0,0,0
2288,246675545449582_267159886734481,11,7,0,11,0,0,0,0,0
2289,246675545449582_267151946735275,21,4,0,21,0,0,0,0,0
2290,246675545449582_267133743403762,30,12,0,30,0,0,0,0,0
2291,246675545449582_266741873442949,37,13,0,37,0,0,0,0,0
2292,246675545449582_266722150111588,10,5,0,10,0,0,0,0,0
2293,246675545449582_266575680126235,21,6,0,21,0,0,0,0,0
2294,246675545449582_266574983459638,15,1,0,15,0,0,0,0,0
2295,246675545449582_266477330136070,19,3,0,19,0,0,0,0,0
2296,246675545449582_266475326802937,14,1,0,14,0,0,0,0,0
2297,246675545449582_266145073502629,14,8,0,14,0,0,0,0,0
2298,246675545449582_265611280222675,12,0,0,12,0,0,0,0,0
2299,246675545449582_265568490226954,14,12,0,14,0,0,0,0,0
2300,246675545449582_265562240227579,16,3,0,16,0,0,0,0,0
2301,246675545449582_265548726895597,16,0,0,16,0,0,0,0,0
2302,246675545449582_265533533563783,20,3,0,20,0,0,0,0,0
2303,246675545449582_265524703564666,30,10,0,30,0,0,0,0,0
2304,246675545449582_265504066900063,14,8,0,14,0,0,0,0,0
2305,246675545449582_265437903573346,35,10,0,35,0,0,0,0,0
2306,246675545449582_265420880241715,21,4,0,21,0,0,0,0,0
2307,246675545449582_265417793575357,20,7,0,20,0,0,0,0,0
2308,246675545449582_265408963576240,22,10,13,22,0,0,0,0,0
2309,246675545449582_265215636928906,32,14,0,32,0,0,0,0,0
2310,246675545449582_265168940266909,12,6,0,12,0,0,0,0,0
2311,246675545449582_265165350267268,11,6,0,11,0,0,0,0,0
2312,246675545449582_265109326939537,12,0,0,12,0,0,0,0,0
2313,246675545449582_265097336940736,12,0,0,12,0,0,0,0,0
2314,246675545449582_265096510274152,16,1,0,16,0,0,0,0,0
2315,246675545449582_265078393609297,21,5,1,21,0,0,0,0,0
2316,246675545449582_264938946956575,14,2,0,14,0,0,0,0,0
2317,246675545449582_264843656966104,16,3,0,16,0,0,0,0,0
2318,246675545449582_264772010306602,14,0,0,14,0,0,0,0,0
2319,246675545449582_264495450334258,22,12,0,22,0,0,0,0,0
2320,246675545449582_264494350334368,18,0,0,18,0,0,0,0,0
2321,246675545449582_264448380338965,25,10,0,25,0,0,0,0,0
2322,246675545449582_264397323677404,22,28,0,22,0,0,0,0,0
2323,246675545449582_264383847012085,9,6,0,9,0,0,0,0,0
2324,246675545449582_264177843699352,16,3,0,16,0,0,0,0,0
2325,246675545449582_264173007033169,16,7,0,16,0,0,0,0,0
2326,246675545449582_264167870367016,25,5,0,25,0,0,0,0,0
2327,246675545449582_264166627033807,12,5,0,12,0,0,0,0,0
2328,246675545449582_264092513707885,18,2,0,18,0,0,0,0,0
2329,246675545449582_264089710374832,19,12,0,19,0,0,0,0,0
2330,246675545449582_264081010375702,25,0,0,25,0,0,0,0,0
2331,246675545449582_264078163709320,23,11,0,23,0,0,0,0,0
2332,246675545449582_264069283710208,14,3,0,14,0,0,0,0,0
2333,246675545449582_263857413731395,24,3,0,24,0,0,0,0,0
2334,246675545449582_263839097066560,36,8,0,36,0,0,0,0,0
2335,246675545449582_263829537067516,22,6,0,22,0,0,0,0,0
2336,246675545449582_263761370407666,28,6,0,28,0,0,0,0,0
2337,246675545449582_263700433747093,15,10,0,15,0,0,0,0,0
2338,246675545449582_263520797098390,22,5,0,22,0,0,0,0,0
2339,246675545449582_263516363765500,21,1,0,21,0,0,0,0,0
2340,246675545449582_263425623774574,32,7,0,32,0,0,0,0,0
2341,246675545449582_263392330444570,19,1,3,19,0,0,0,0,0
2342,246675545449582_263378787112591,12,5,0,12,0,0,0,0,0
2343,246675545449582_263019493815187,12,3,0,12,0,0,0,0,0
2344,246675545449582_262836620500141,22,11,0,22,0,0,0,0,0
2345,246675545449582_262833670500436,17,2,0,17,0,0,0,0,0
2346,246675545449582_262748423842294,13,0,0,13,0,0,0,0,0
2347,246675545449582_262505383866598,24,2,2,24,0,0,0,0,0
2348,246675545449582_262499530533850,16,10,0,16,0,0,0,0,0
2349,246675545449582_262456187204851,19,17,1,19,0,0,0,0,0
2350,246675545449582_262453763871760,31,13,0,31,0,0,0,0,0
2351,246675545449582_262437227206747,11,4,0,11,0,0,0,0,0
2352,246675545449582_262394260544377,21,0,0,21,0,0,0,0,0
2353,246675545449582_262390667211403,17,5,0,17,0,0,0,0,0
2354,246675545449582_262385753878561,23,0,0,23,0,0,0,0,0
2355,246675545449582_262381960545607,17,2,2,17,0,0,0,0,0
2356,246675545449582_262228000561003,23,2,2,23,0,0,0,0,0
2357,246675545449582_262193007231169,16,3,0,16,0,0,0,0,0
2358,246675545449582_262067997243670,22,4,0,22,0,0,0,0,0
2359,246675545449582_262037750580028,14,7,0,14,0,0,0,0,0
2360,246675545449582_262033603913776,25,2,0,25,0,0,0,0,0
2361,246675545449582_261811090602694,19,6,0,19,0,0,0,0,0
2362,246675545449582_261792043937932,11,4,0,11,0,0,0,0,0
2363,246675545449582_261790867271383,21,12,0,21,0,0,0,0,0
2364,246675545449582_261711457279324,12,2,0,12,0,0,0,0,0
2365,246675545449582_261696393947497,12,14,0,12,0,0,0,0,0
2366,246675545449582_261641123953024,12,0,0,12,0,0,0,0,0
2367,246675545449582_261415360642267,36,5,0,36,0,0,0,0,0
2368,246675545449582_261320883985048,12,1,0,12,0,0,0,0,0
2369,246675545449582_261292537321216,11,0,0,11,0,0,0,0,0
2370,246675545449582_260972190686584,38,10,0,38,0,0,0,0,0
2371,246675545449582_260925047357965,37,8,0,37,0,0,0,0,0
2372,246675545449582_260764287374041,49,10,0,49,0,0,0,0,0
2373,246675545449582_260698800713923,11,1,0,11,0,0,0,0,0
2374,246675545449582_260687440715059,10,5,0,10,0,0,0,0,0
2375,246675545449582_260677590716044,9,4,0,9,0,0,0,0,0
2376,246675545449582_260677230716080,13,4,0,13,0,0,0,0,0
2377,246675545449582_260672234049913,18,4,0,18,0,0,0,0,0
2378,246675545449582_260627780721025,15,0,0,15,0,0,0,0,0
2379,246675545449582_260422397408230,14,0,0,14,0,0,0,0,0
2380,246675545449582_260346567415813,21,1,0,21,0,0,0,0,0
2381,246675545449582_260343777416092,14,3,0,14,0,0,0,0,0
2382,246675545449582_260342814082855,16,3,0,16,0,0,0,0,0
2383,246675545449582_260339360749867,12,4,0,12,0,0,0,0,0
2384,246675545449582_260338967416573,12,2,0,12,0,0,0,0,0
2385,246675545449582_260337354083401,23,5,0,23,0,0,0,0,0
2386,246675545449582_260336974083439,35,9,1,35,0,0,0,0,0
2387,246675545449582_260320554085081,18,4,0,18,0,0,0,0,0
2388,246675545449582_260277547422715,12,1,0,12,0,0,0,0,0
2389,246675545449582_260276430756160,25,1,0,25,0,0,0,0,0
2390,246675545449582_260039407446529,19,10,0,19,0,0,0,0,0
2391,246675545449582_260032484113888,13,5,0,13,0,0,0,0,0
2392,246675545449582_260025590781244,14,11,0,14,0,0,0,0,0
2393,246675545449582_260011090782694,36,13,0,36,0,0,0,0,0
2394,246675545449582_259994964117640,37,13,0,37,0,0,0,0,0
2395,246675545449582_259779184139218,16,8,0,16,0,0,0,0,0
2396,246675545449582_259778640805939,25,15,0,25,0,0,0,0,0
2397,246675545449582_259776770806126,28,4,0,28,0,0,0,0,0
2398,246675545449582_259758314141305,26,3,0,26,0,0,0,0,0
2399,246675545449582_259730730810730,32,6,0,32,0,0,0,0,0
2400,246675545449582_259727460811057,35,12,0,35,0,0,0,0,0
2401,246675545449582_259724664144670,26,2,0,26,0,0,0,0,0
2402,246675545449582_259714144145722,21,3,0,21,0,0,0,0,0
2403,246675545449582_259712340812569,34,12,0,34,0,0,0,0,0
2404,246675545449582_259650520818751,10,7,0,10,0,0,0,0,0
2405,246675545449582_259329850850818,20,10,0,20,0,0,0,0,0
2406,246675545449582_259329680850835,25,6,0,25,0,0,0,0,0
2407,246675545449582_259326930851110,39,6,0,39,0,0,0,0,0
2408,246675545449582_259144534202683,17,3,0,17,0,0,0,0,0
2409,246675545449582_259143987536071,26,11,0,26,0,0,0,0,0
2410,246675545449582_259143094202827,17,3,0,17,0,0,0,0,0
2411,246675545449582_259142454202891,38,12,0,38,0,0,0,0,0
2412,246675545449582_259139170869886,18,2,0,18,0,0,0,0,0
2413,246675545449582_259138044203332,24,10,0,24,0,0,0,0,0
2414,246675545449582_259137627536707,45,18,0,45,0,0,0,0,0
2415,246675545449582_259125824204554,15,0,0,15,0,0,0,0,0
2416,246675545449582_259113194205817,12,0,0,12,0,0,0,0,0
2417,246675545449582_259065807543889,20,3,0,20,0,0,0,0,0
2418,246675545449582_259037327546737,37,22,0,37,0,0,0,0,0
2419,246675545449582_259032580880545,12,0,0,12,0,0,0,0,0
2420,246675545449582_259029017547568,26,1,0,26,0,0,0,0,0
2421,246675545449582_259015920882211,18,9,0,18,0,0,0,0,0
2422,246675545449582_259010067549463,10,13,0,10,0,0,0,0,0
2423,246675545449582_258986254218511,12,15,0,12,0,0,0,0,0
2424,246675545449582_258863744230762,16,5,1,16,0,0,0,0,0
2425,246675545449582_258839387566531,25,21,0,25,0,0,0,0,0
2426,246675545449582_258738570909946,9,17,0,9,0,0,0,0,0
2427,246675545449582_258733480910455,13,0,0,13,0,0,0,0,0
